"","V1","V2"
"1","0.717840441499822","delta"
"2","0.629463263686678","phi.attack.goal"
"3","0.546585090853548","phi.attack.behind"
"4","0.771064544518036","phi.defend"
"5","0.982048825531658","std.attack"
"6","0.403530885386491","std.defend"
"7","0.0244653500273628","std.mu"
