"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.0810051017582312","0.0213380146606439","0.0464619235271849"
"3","-0.218268155159097","0.0162099749416391","-0.13343611695287"
"4","-0.120615236665764","-0.00903934314705021","-0.0533039543773978"
"5","0.0474308284164592","0.0181266136870304","0.0422955102635559"
"6","-0.0171640889785592","-0.00996350865416975","0.0182814855361909"
"7","0.161637924334541","-0.0237212110356044","0.0368219044270348"
"8","-0.132942726927126","-0.0142902427486873","-0.146072907530543"
"9","0.114052281484357","0.00816380083395247","0.0991579612483149"
"10","-0.117612361680002","-0.0167899623126592","-0.117835737139921"
"11","0.193877137428316","-0.0141442053873974","0.257220220411643"
"12","-0.214436755458427","-0.0145770009845065","-0.181290005034435"
"13","0.0865782321345149","-0.0116805190745684","-0.0110878552600771"
"14","0.0373820813585725","0.0218900971279375","0.104601268682717"
"15","0.0574077389922664","0.027402963501628","0.0474436400997786"
"16","-0.184699642614986","0.0206895568930864","-0.136072463760596"
"17","0.209937571808287","-0.0154814238229478","0.0829911983780252"
"18","0.129754903001638","0.00919711655631598","0.0718588097849022"
"19","-0.113324833233223","-0.013330721034643","-0.0280348823035077"
