"","V1","V2"
"1","0.722963453255256","delta"
"2","0.674861679243748","phi.attack.goal"
"3","0.591053935172253","phi.attack.behind"
"4","0.748092232280942","phi.defend"
"5","0.909322215962264","std.attack"
"6","0.468613399914576","std.defend"
"7","0.0264876815085323","std.mu"
