"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3","c_summary.mean.chain.4","c_summary.sd.chain.4","c_summary.2.5..chain.4","c_summary.25..chain.4","c_summary.50..chain.4","c_summary.75..chain.4","c_summary.97.5..chain.4"
"delta",0.719945672512667,0.000879545115486159,0.0474188527546208,0.625453551484737,0.688167531840418,0.719952644688016,0.753102190185336,0.81134024051341,2906.60383871461,1.00153917973917,0.718032005371813,0.0468495230391669,0.626436330334619,0.687382576483088,0.716791033391212,0.75070222694725,0.808452400238732,0.718456582076838,0.0477873722423755,0.624206287083298,0.686304666247574,0.718292446499162,0.752484934883484,0.80944237522762,0.720901993361273,0.0474169361005932,0.624940419624106,0.687706868356545,0.721147230975485,0.753364935895724,0.812321010354303,0.722392109240743,0.0475103032082352,0.626620775687773,0.691252518597031,0.723354990905168,0.755093643480347,0.812797264672677
"u_att_G_raw[1,1]",-1.83109963508449,0.0189362153721684,0.934123030607059,-3.72450453276683,-2.44902876102807,-1.80533270648523,-1.20019685872325,-0.0901061301451239,2433.44643195517,1.00371738281358,-1.93810758614617,0.938428342091317,-3.86402838372486,-2.57208620840403,-1.89836816020684,-1.31503781298346,-0.184889219501753,-1.84758728820664,0.945829599259876,-3.84192640483385,-2.4456190875426,-1.83800918806177,-1.24094617866052,-0.0395830117160069,-1.74385659853606,0.931440825242319,-3.65767612205861,-2.34682751650147,-1.71763224918554,-1.10468446448595,-0.0245397989089975,-1.79484706744908,0.909896186005069,-3.61831507243182,-2.4227142394808,-1.77346931114186,-1.15149782162716,-0.102478588690549
"u_att_G_raw[1,2]",-1.94333069209165,0.0169714061419439,0.977010682004216,-3.96545059862892,-2.57753351949443,-1.90969322202929,-1.27059765032135,-0.0793555368973558,3314.0798696493,1.00141175400345,-1.99975355087948,0.983203147912093,-3.93179339819922,-2.62642326130089,-1.96633961152256,-1.3299636412971,-0.071211045090923,-1.96005089864091,0.969823840054195,-4.04226240598341,-2.60355979505366,-1.92021451646495,-1.29492236040842,-0.175959911533874,-1.8948753408562,0.973779605791812,-3.98580406705757,-2.50697510726629,-1.85243528492358,-1.22919366772302,-0.0592871043491248,-1.91864297799003,0.978482958428662,-3.90171708697866,-2.56969836136164,-1.8832270329667,-1.24368527799487,-0.0448960497108711
"u_att_G_raw[1,3]",-1.90957284008447,0.0181900726043487,0.954301500814359,-3.84717219418225,-2.54269028156868,-1.88577881941997,-1.25656071079004,-0.118570198248088,2752.34169090709,1.00346620292929,-1.99604020954979,0.944766101314218,-3.91468647562011,-2.60467910697661,-1.99546400895353,-1.34643248366756,-0.204623768457595,-1.93070733250978,0.963365345712591,-3.92755554914699,-2.56446517246251,-1.89195133911015,-1.28056316628227,-0.183377762993882,-1.83826035966511,0.969437195869841,-3.81121684931057,-2.49975061434729,-1.80237389375999,-1.16031374169393,-0.00107569293321988,-1.87328345861319,0.932235505721956,-3.69933724945927,-2.5196355116444,-1.85770409782847,-1.24716112410369,-0.085499541604246
"u_att_G_raw[1,4]",-1.0056414195891,0.0171421553790392,0.797928820140593,-2.60371573502467,-1.53356003654885,-0.990346791031874,-0.473520182424323,0.53122945828356,2166.69334013864,1.00477212721146,-1.09316044898921,0.806742202352639,-2.70542256114732,-1.64205623129025,-1.06717398061128,-0.556245571055978,0.453015052221103,-0.996516432526412,0.814152169844177,-2.58687244096049,-1.53899904355101,-0.984403121654433,-0.463108246686836,0.550169250071695,-0.952655334519658,0.779543203228488,-2.50399729281406,-1.47969892431504,-0.936403005548786,-0.406450270129415,0.543616484282985,-0.980233462321132,0.784194608675461,-2.56870153240949,-1.48720382553043,-0.964787619985839,-0.466818029565046,0.521142117783858
"u_att_G_raw[1,5]",0.127605374564914,0.0181292723777885,0.69853918432043,-1.25798558464563,-0.339179213553737,0.137521524912127,0.578673590428508,1.51108057948491,1484.63877004272,1.00516277846107,0.0357805600276499,0.70745524220231,-1.3956426805807,-0.434324923156652,0.0383191755059826,0.497164567028506,1.42407080269958,0.119503515135264,0.696882671623251,-1.24314648634845,-0.344827683540441,0.136001664078656,0.580971361448319,1.49551287122374,0.20907240160425,0.696049717473041,-1.16504136153208,-0.262752769169566,0.206409766169646,0.654552758009374,1.61021918148568,0.146065021492492,0.682868142212748,-1.20020334601289,-0.30779733987739,0.161808835491523,0.591422933513201,1.47170288198073
"u_att_G_raw[1,6]",-0.721718943036924,0.01758461480196,0.720088275915137,-2.14175137049715,-1.20984532613065,-0.72357582240018,-0.229091581385688,0.697479543959051,1676.89458124403,1.00472765172099,-0.804321458421957,0.721245351832886,-2.27271692698795,-1.2886686886928,-0.809640956971863,-0.326513176233955,0.608848288278063,-0.711630063553181,0.727907295612116,-2.15229763045427,-1.19925325437527,-0.728337825205085,-0.209835477884267,0.730051740108614,-0.666779947737827,0.713448624794382,-2.08600000122328,-1.16190856083911,-0.676558419388901,-0.171136368053225,0.704572598679972,-0.704144302434732,0.710930326047337,-2.0792980903185,-1.19536248324226,-0.691452371158282,-0.223788048256587,0.708522511884003
"u_att_G_raw[1,7]",-1.99861876319414,0.0192081012063384,1.00025519496735,-4.03984608989862,-2.66637152089667,-1.97038479439511,-1.30969850288645,-0.134110261437591,2711.76943008107,1.00113437456982,-2.07610488376643,0.999837954515917,-4.1629278879077,-2.71122164083389,-2.06103209194355,-1.40130578628774,-0.207727040731042,-1.98581383714606,0.981364962765265,-3.99751825144779,-2.65987781255555,-1.9506053041672,-1.31032206050265,-0.156362120759641,-1.93567579825094,1.01781273984265,-3.9472069527271,-2.63032352401914,-1.88914469452187,-1.19016116489224,-0.0710159998393234,-1.99688053361311,0.997201111274208,-4.05017617022378,-2.65121022289476,-1.96321809067396,-1.31797854373974,-0.115576213960219
"u_att_G_raw[1,8]",-1.21939400810526,0.0190804274701381,0.901621321112474,-3.05551240229381,-1.81076618278029,-1.2140354039867,-0.597457824820887,0.497822797796543,2232.91476687944,1.00284477787603,-1.29649466654819,0.911023456489543,-3.16675066602373,-1.89243480346041,-1.27987455351345,-0.674065640808204,0.449369105307072,-1.23172772956668,0.934685301907386,-3.17685622742866,-1.83229421627286,-1.20159059991138,-0.597717764549489,0.520250289415527,-1.14934289427491,0.884629134038001,-2.90664912346593,-1.74203186072277,-1.15671829772364,-0.507119847100792,0.556811511891035,-1.20001074203124,0.868968820066538,-2.982226529404,-1.76223975486067,-1.19830025730789,-0.619622265991264,0.46858155769202
"u_att_G_raw[1,9]",-1.06529200258015,0.0186572808640613,0.756275415847745,-2.58171286560327,-1.5663508298478,-1.04759459716335,-0.560121606369363,0.408089993992889,1643.09724459779,1.00635073261448,-1.17470099839469,0.738547031619764,-2.63982656647719,-1.66159568466468,-1.14441794290761,-0.667906327203223,0.208083469041319,-1.07792982171835,0.769445321725302,-2.62881021399975,-1.5924504287773,-1.05489898193844,-0.553303851251747,0.419179222362781,-0.982296221010443,0.765477104783828,-2.44470465789186,-1.50080051978364,-0.98117356938258,-0.470352732008223,0.548041774408299,-1.02624096919711,0.737897059693855,-2.4988078821439,-1.49310602312669,-1.01449996668301,-0.548554036787527,0.400063450049041
"u_att_G_raw[1,10]",-1.84138663313846,0.0195866769659327,0.912584675125042,-3.68369786222717,-2.45947625276763,-1.81389602128605,-1.21969459579903,-0.0965191133679872,2170.82503488039,1.00447050902083,-1.94211210482077,0.896768609953273,-3.72899989712266,-2.54373211623425,-1.91310755850775,-1.34387271449409,-0.172072466682555,-1.84202060312314,0.921883396735941,-3.71037932177126,-2.45815511039395,-1.82853470737522,-1.2124172554402,-0.087737383697691,-1.75747998088994,0.903533175231063,-3.52188860685638,-2.39932661115917,-1.71445188950385,-1.12884449068533,-0.090069038585962,-1.82393384371998,0.918863344756864,-3.70406145169117,-2.43108070737359,-1.79162604337585,-1.20555029840751,-0.067741462011035
"u_att_G_raw[1,11]",-1.73918981629522,0.0188880929267132,1.01160544907764,-3.7684679836165,-2.41925854145997,-1.72447331729603,-1.05634172161905,0.197676079373293,2868.44216990955,1.00139717684124,-1.80125411572259,1.01034664056128,-3.79511230332888,-2.45879045951814,-1.78206272894803,-1.09174097432058,0.0802474731604386,-1.75910828423957,1.032845312123,-3.86308887744058,-2.44381067966019,-1.74128235262189,-1.06775361511147,0.188330963798611,-1.67164002222112,0.989088414638248,-3.58202767910825,-2.35516930444447,-1.66522405660139,-1.0094414279808,0.26668065240628,-1.72475684299759,1.00981263717851,-3.76353601629152,-2.39436033584506,-1.71408495647025,-1.05797816535917,0.188714440365821
"u_att_G_raw[1,12]",-1.82092189215578,0.0190351966713398,0.947367162765272,-3.7321735057166,-2.44941744677282,-1.81087145073133,-1.17901891642508,-0.00433148818287857,2476.97668114951,1.0039131652736,-1.92101706368477,0.938917051526092,-3.82624084743285,-2.53083676493022,-1.90454021908882,-1.26872955307908,-0.153042778184928,-1.79796707626484,0.983979454309749,-3.72876254589912,-2.47422905973535,-1.78916501270262,-1.1236193544557,0.0820138692559541,-1.76810830531157,0.940592419546156,-3.6149503059353,-2.38246659492999,-1.76017415675499,-1.15895900408023,0.0927245222693214,-1.79659512336195,0.91796955194372,-3.68460806719462,-2.39937598984595,-1.7766472653548,-1.16519498798285,-0.119333207544196
"u_att_G_raw[1,13]",-0.292548008682351,0.0176427721528364,0.667309613323607,-1.61257346524445,-0.734284486408905,-0.293777797634234,0.165953245465193,0.999925018437044,1430.60952357911,1.00674729489383,-0.395421618588343,0.66736776685443,-1.69541216235506,-0.825652753820962,-0.386324409511703,0.0536659891739522,0.910819097454855,-0.296635433816546,0.667055437787024,-1.62812859373181,-0.742499229873369,-0.303656554681655,0.179969230353101,0.950396758551521,-0.212321715781055,0.673603441277366,-1.51251936473993,-0.663516146524961,-0.224150055254221,0.231372657992499,1.09653594826118,-0.26581326654346,0.647997664197819,-1.54787182617625,-0.700059015431923,-0.245150286421322,0.193239116146442,0.982060248579294
"u_att_G_raw[1,14]",-1.82690389190187,0.0194849993515636,0.931559076160426,-3.68550205769984,-2.44454874583776,-1.81515418890728,-1.1923375020545,-0.0365173678459193,2285.7041229826,1.00390176218698,-1.92565810786987,0.926840158059805,-3.81145914323865,-2.52765066501218,-1.91936338173654,-1.29257426502405,-0.146022351380821,-1.81136942206302,0.95347206458055,-3.70169239818548,-2.44237404028927,-1.79068685955867,-1.16808145978526,0.0583388753049425,-1.77136461800903,0.932830941953686,-3.65056333321337,-2.3628051021455,-1.77407178505484,-1.12743756408128,0.0133333385105921,-1.79922341966556,0.905585850020813,-3.5502450488324,-2.42344346390886,-1.78932804155543,-1.19575623709254,-0.0582462758841231
"u_att_G_raw[1,15]",-1.84005951289433,0.0185651381009877,0.975406752932166,-3.78229453004234,-2.48497002275306,-1.80457089612429,-1.17997858069428,0.0131388909892482,2760.4198873147,1.0045145612106,-1.95772319674739,0.98357416773085,-3.93852799049343,-2.60003667849908,-1.89234601325141,-1.28934627654438,-0.146356659767986,-1.86787064690939,0.969338482570409,-3.73764014753105,-2.52489795288884,-1.86124332871457,-1.20128259589099,-0.0202706556625871,-1.72406369783997,0.963284919728176,-3.7313863631109,-2.35825310170736,-1.68925801472391,-1.07840690415879,0.132907495927404,-1.81058051008058,0.971034806694338,-3.76112285024523,-2.46491812094204,-1.77417865237149,-1.1538903403723,0.115878583184098
"u_att_G_raw[1,16]",-0.57010195335104,0.0178508799878271,0.711428476684517,-1.98688119704396,-1.04187343310466,-0.562831190020695,-0.091110985763494,0.802067361648211,1588.33910862067,1.00566505276046,-0.659942102011066,0.709377451598225,-2.07940352820763,-1.0973737798579,-0.656189555257554,-0.191788229825603,0.706055156306692,-0.580553345707783,0.716840834846223,-2.01474112659839,-1.06700536960273,-0.57272718720782,-0.09288022222841,0.826332909212009,-0.483032314320022,0.703596954925611,-1.87824841598677,-0.953404197232296,-0.461112316224043,0.0107117347983849,0.834482029685667,-0.556880051365291,0.705025447254564,-1.92977180639459,-1.00804830491337,-0.546694167290674,-0.0973298628275479,0.817632211515878
"u_att_G_raw[1,17]",-1.6893024784926,0.0189656676521289,0.981866595433467,-3.65918555077219,-2.33580678595835,-1.66746007845594,-1.02279012978457,0.219494627803542,2680.20922800709,1.00370782112852,-1.76728646398448,0.985171809195113,-3.82160218486601,-2.42586909578129,-1.74465749791724,-1.08287526556362,0.107508273644674,-1.73426831999033,0.971819381994112,-3.63744717381341,-2.38765370382639,-1.70878027539332,-1.07405491268442,0.214935565251304,-1.61601907819887,0.986626818127069,-3.62048192097899,-2.27295788407351,-1.57742204853252,-0.950089399980576,0.284783917371464,-1.6396360517967,0.97623228832056,-3.55828287420594,-2.26135477555906,-1.63876186306679,-0.988330431310676,0.259767317160623
"u_att_G_raw[2,1]",1.50583586144998,0.0342197211126284,0.909092208093508,-0.187367490742189,0.88837485601707,1.46497977236351,2.10090420420886,3.36870091314221,705.769586129375,1.00325896546755,1.57736396402136,0.907024906486184,-0.144846399124173,0.941247958027465,1.52646566091052,2.2173179804512,3.38503620550554,1.51955351424681,0.943371482610034,-0.15855004559443,0.872794143551532,1.47852805517167,2.11011227390938,3.50717154041298,1.45787582896664,0.883189727368694,-0.220542529047284,0.842772886731754,1.43454898494472,2.02558095984852,3.26136785369056,1.46855013856512,0.897284929159875,-0.188005837246474,0.888641834612032,1.43515637823606,2.04537914473728,3.24866241668746
"u_att_G_raw[2,2]",0.256661083603255,0.0356948812375148,1.09860787807137,-1.87281266187424,-0.485051213560677,0.222231407016021,0.985267433037235,2.45683215841074,947.269458875759,1.00185743293183,0.309650060136871,1.10724403664496,-1.87113951797891,-0.436662015863855,0.270699869607845,1.03514295204141,2.49176267064291,0.275883897855921,1.12451502737203,-1.84843043456545,-0.47409744834262,0.224419623076868,0.999141303481976,2.59371549272061,0.203221250631635,1.07882840161523,-1.89840578930298,-0.509811191521558,0.165106392533719,0.951484635277585,2.28181663849526,0.237889125788592,1.08093651826227,-1.87772416204258,-0.492586640374511,0.235111804562036,0.968111689933204,2.37526575563963
"u_att_G_raw[2,3]",1.066086864358,0.0357914304780632,1.06463146543753,-0.940482345897125,0.34757214418269,1.04467309590805,1.75797967730379,3.24132033645922,884.790565249286,1.00260238632766,1.13445575057064,1.07725908694021,-0.964280580133625,0.433256219202689,1.1091008709938,1.82790036762785,3.26030566774062,1.07211440194863,1.0823203777375,-0.917352879466136,0.343718029248018,1.02887751718113,1.74186832719788,3.40804211114335,1.02215424959152,1.03392692959494,-0.897739791342791,0.313637479581065,0.9799562271951,1.68702894382219,3.11911590571693,1.03562305532122,1.06143303238018,-1.0243416437356,0.312416763449492,1.04204228527265,1.76145506467047,3.10333370137322
"u_att_G_raw[2,4]",1.0255837344005,0.0333570971879467,0.904386374766734,-0.624186019419901,0.399070669902974,0.972820768993553,1.61600686892363,2.86865888259208,735.074777168464,1.00322385661591,1.09451667759492,0.905263461577546,-0.527239466793041,0.452727660419301,1.05284489237499,1.71402917347695,2.89957169865891,1.01896144180213,0.920094847407385,-0.64990153633832,0.400157431840621,0.925744332922024,1.61307167606365,2.98560344737828,0.987808441171205,0.900493207422872,-0.676091096344146,0.35509157006993,0.93632193125519,1.57552183356988,2.79537739690553,1.00104837703373,0.888171704845198,-0.63990009988193,0.410645103424825,0.976038707919571,1.57200510655408,2.80633489140793
"u_att_G_raw[2,5]",0.81399870495171,0.0332589486293528,0.845054991810052,-0.710897506495962,0.220524828440346,0.773863820873547,1.35519110553016,2.56624883020719,645.584225892343,1.00354049469968,0.875954505007394,0.838404724605413,-0.62078883766185,0.294790674683983,0.83840983297838,1.43490135950865,2.60621175528732,0.820728848170027,0.88595412830752,-0.740156467543443,0.208857100194206,0.768730596452224,1.39089913535922,2.64934953594979,0.766268619087615,0.830668277068311,-0.752083931498527,0.170130069785412,0.736071140907909,1.29551337262207,2.51647527785451,0.793042847541804,0.820291587417799,-0.739148741455264,0.231621443599748,0.757028535286097,1.30950382194663,2.48975944884658
"u_att_G_raw[2,6]",0.907853123675572,0.0339837053254574,0.818082728062199,-0.565487348365933,0.335762434892743,0.844826760991172,1.42475729218853,2.65532334648756,579.499397374028,1.00484933739844,0.971570015550138,0.827988416544941,-0.488501662941909,0.374573541665766,0.906909384848837,1.48121282258834,2.7216256450607,0.904624542678638,0.831715468834799,-0.572226639190077,0.311579418365563,0.840436990570276,1.43517476448176,2.75065029124241,0.878882871023332,0.81023572032325,-0.527440601765541,0.29131288654295,0.802517960400793,1.41067949798783,2.62738203252578,0.876335065450182,0.798835514479165,-0.654788008074253,0.347082444552655,0.833205663432492,1.37869167956563,2.52998258049985
"u_att_G_raw[2,7]",0.235567292802588,0.0347657909836664,1.20746872891674,-2.1264996391555,-0.571453433860659,0.221922190220377,1.01931766136207,2.60120972481741,1206.27840968469,1.00190532545512,0.31591946467371,1.20479118417805,-1.9558560881381,-0.518829472138782,0.274425288081861,1.12220427476673,2.65106965067897,0.231222477116059,1.22241415759225,-2.23826881903468,-0.548963343833648,0.218563446396701,1.01151689441665,2.69905111378372,0.190105111940536,1.19283102328469,-2.11479628864591,-0.616379292072307,0.174120619363835,0.950585407410922,2.47781733337152,0.205022117480049,1.20645357300428,-2.18769022070111,-0.608387078174165,0.21423036383645,0.993050693026361,2.58591699844049
"u_att_G_raw[2,8]",0.496869404509962,0.034193169129358,0.992026142567848,-1.39541147065048,-0.173593976552311,0.474790061681318,1.14779960030138,2.50744137327116,841.719765308087,1.0027499015894,0.565765622110069,1.00458802129207,-1.34094043718219,-0.116302937259317,0.535135989035354,1.23484844868158,2.63421003043911,0.505665710165984,1.0203990652738,-1.37194000414756,-0.193953561680523,0.482235587089344,1.18697240625766,2.66563189939353,0.437873072557161,0.990129735548186,-1.50753088566509,-0.216013480538543,0.434895946046725,1.08239614496496,2.44112170587743,0.478173213206634,0.947744164847987,-1.33798015805532,-0.152287100056234,0.436561499311309,1.10509232989564,2.33232740418496
"u_att_G_raw[2,9]",0.331126991729381,0.035684079632748,1.12974060020758,-1.84762299839117,-0.428003532479348,0.307993146157975,1.07003291938388,2.63547218274372,1002.32479388471,1.00300872451075,0.412896373197519,1.12794021063268,-1.82686718630041,-0.340696815455077,0.376938170219167,1.17319292767601,2.668799020473,0.337146095826296,1.16067540513412,-1.87948813592692,-0.432960126100606,0.301088442973313,1.07866091904862,2.74337725240836,0.278616198832983,1.11358059135945,-1.8427509961765,-0.474911696901071,0.259101722433566,1.01768565423658,2.57261974510167,0.295849299060725,1.11201644970066,-1.83927046629085,-0.440169860475651,0.29954192827061,1.01876832067508,2.54369234376055
"u_att_G_raw[2,10]",1.86306247450533,0.0337738069203794,0.887068365349773,0.210271129096711,1.24671975343521,1.81960445348667,2.44874067560265,3.70789395311777,689.849177607749,1.00347106832811,1.93739369740785,0.893157537565208,0.263301531242451,1.31683108738653,1.91413037028915,2.54377514709231,3.77851866130149,1.86247600060256,0.913313365114873,0.202207475251666,1.23458459606782,1.77917107361474,2.45860546311021,3.83431926935406,1.82253088041901,0.877584774779559,0.219679006939933,1.20045097163203,1.78017948630901,2.39621829842491,3.6017023925701,1.82984931959192,0.85918819264117,0.156017373387539,1.25815178639797,1.79788696006274,2.39077609474397,3.57727867809159
"u_att_G_raw[2,11]",0.902745064318803,0.0351696178090583,1.13250703805585,-1.29827467017144,0.135647612376772,0.87419290278406,1.66486382390313,3.14080717509015,1036.92303334396,1.00218613621529,0.972580532849214,1.16589117148606,-1.28557870494488,0.171230663368671,0.952509988817864,1.76577456603003,3.29807591399638,0.908598890453056,1.13149621142844,-1.24717385960027,0.162178890023664,0.845297585514344,1.63695177541445,3.23115623238894,0.877603958169216,1.10757645904132,-1.31478009272451,0.12292716627715,0.884355337579852,1.65198636151208,3.00825391560907,0.852196875803724,1.12134529001649,-1.33905142469366,0.0998325543342027,0.83079563839043,1.62018262177097,3.01901812516967
"u_att_G_raw[2,12]",1.403710057038,0.0350753674239181,0.982296288035805,-0.455130543196121,0.737821422691426,1.37862171892453,2.04692785081642,3.40564764659271,784.296988924182,1.00330242751243,1.45960957463321,0.976702387379367,-0.436000445190685,0.802283491813733,1.42772737140797,2.11845276448159,3.41115668624258,1.39596829213764,1.01643237877078,-0.481518947832952,0.695524116791028,1.34788561786183,2.04612935141595,3.45975605578363,1.37514434464717,0.96312117127636,-0.398700404951731,0.713536748736017,1.36031603074531,2.00625026421183,3.33645176111691,1.38411801673396,0.970418117272006,-0.524132888362482,0.748399340273008,1.36771450349675,2.0199012999282,3.34582533690143
"u_att_G_raw[2,13]",0.509455517011445,0.032819505910318,0.852802354388117,-1.03022271981618,-0.0835418085583806,0.458869588741273,1.06450833933593,2.31696058441282,675.200420680188,1.00322281370521,0.58441433434856,0.853501249536143,-0.960492891501207,-0.0224546194502664,0.527044958113248,1.14254458614234,2.37286875860775,0.506094554912895,0.891056913259597,-1.03887485336582,-0.111000119807659,0.436541747568772,1.06697319147167,2.43465394642961,0.471274598571599,0.822481828750771,-0.994753938073244,-0.113116872034741,0.40813868010678,1.01431008247198,2.20098818313042,0.476038580212726,0.838349244701825,-1.13834898714339,-0.0818404057914179,0.451866786873971,1.01571510103457,2.21006053376889
"u_att_G_raw[2,14]",1.27568378532541,0.0350336471380209,0.926468427282329,-0.394780312577862,0.623462209665155,1.21788245414823,1.88244348912496,3.22217313443132,699.343503254565,1.00219955881018,1.34128839989831,0.925339474501458,-0.369171172785912,0.683722149209482,1.30389506700248,1.96286490313544,3.19686964197621,1.25598460199959,0.959952499526975,-0.475652567210248,0.584155622018034,1.19100030260345,1.88942780675218,3.26043450578194,1.26286188741845,0.908078515927494,-0.322192765698616,0.609460772328859,1.19221840438199,1.84528548395381,3.23493076082274,1.24260025198529,0.908891385320948,-0.402926007054507,0.630360660663365,1.19240257123187,1.83099172328832,3.17159215100575
