"","V1","V2"
"1","0.727931196566792","delta"
"2","0.67878558917551","phi.attack.goal"
"3","0.587007811117533","phi.attack.behind"
"4","0.755910199859004","phi.defend"
"5","0.868482865956801","std.attack"
"6","0.402385468713825","std.defend"
"7","0.0266427340643798","std.mu"
