"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.0943946426833641","0.0236439142734849","0.0413810986203989"
"3","-0.174434393011606","0.0196922699200043","-0.147796691971222"
"4","-0.0974471807094798","-0.0118188459102789","-0.0616247297229224"
"5","0.0667724755528443","0.0201218512088622","0.0382949078205424"
"6","-0.0179030179504213","-0.0103088385693758","0.0598463960335961"
"7","0.173901889506958","-0.0243875604896054","0.0353349185565005"
"8","-0.158465341741504","-0.0158581928739243","-0.176250778643944"
"9","0.115750555675004","0.00926576286972778","0.113645357558151"
"10","-0.103092803632748","-0.0191956318005143","-0.10652045253544"
"11","0.162923696626787","-0.0124660640927703","0.298996855815953"
"12","-0.234820851815635","-0.014658117702149","-0.209196698749775"
"13","0.0776718289548945","-0.0140474098859684","0.0196945735010815"
"14","0.0660248804310007","0.0260822187679315","0.105513457026227"
"15","0.0685203571755781","0.0313460947847723","0.0283827961890221"
"16","-0.221591497146089","0.0246173818574261","-0.148769576722297"
"17","0.214007400290291","-0.0141329881748903","0.106821717004619"
"18","0.0892236608936848","0.0111919441447663","0.044121641658834"
"19","-0.121436301782924","-0.0290877883274987","-0.0418747914393254"
