"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.0849934848721189","0.11589060999893","0.0827850859489529"
"3","-0.18928377206723","-0.191276587558813","-0.163421175126834"
"4","-0.141536136590007","-0.108930117027956","-0.103631916260469"
"5","0.0245771636743596","0.0281531134682943","0.0350330837133249"
"6","-0.117919304365536","0.0198981676649746","-0.000789954045381331"
"7","0.207030526858629","0.0263462797684965","0.0546513064661012"
"8","-0.149567137159986","-0.0880078242083256","-0.184754188746492"
"9","0.102689952236506","0.0913494810355613","0.107809040364327"
"10","-0.120788405488953","-0.134946511803381","-0.129839537501747"
"11","0.25987911279421","0.0469898316999813","0.287216656513914"
"12","-0.262203532576113","-0.107643274740902","-0.218501497737305"
"13","0.147321729476276","-0.00148776161756335","-0.00229878784673285"
"14","0.00136525464331279","0.109185995888684","0.139652272044709"
"15","0.152404152293731","0.00222916951333911","0.052144109563075"
"16","-0.248523185744022","-0.0519940874223093","-0.163887185667766"
"17","0.262310404878733","0.139820540308923","0.110961997876288"
"18","0.092961618974713","0.135054144133438","0.0962360960685361"
"19","-0.105711926710741","-0.0306311691013714","0.000634594373498676"
