"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.108158091622781","0.0919340001082966","0.0934091619169177"
"3","-0.149843556242686","-0.147986430301985","-0.139881601172188"
"4","-0.0692092994120709","-0.0923595183477615","-0.0515477027869105"
"5","0.050362767788029","0.0542249729605546","0.0122262829229835"
"6","-0.0275358108047886","0.0205220744029448","0.0628557908897494"
"7","0.304441706546719","0.0553564081387264","0.0342665518128301"
"8","-0.306572928469034","-0.127322798287144","-0.237720156534095"
"9","0.168610645454811","0.117354812510655","0.167422957264755"
"10","-0.0959803612477853","-0.0835203088213705","-0.104792987267713"
"11","0.287621641798881","0.0453481047686572","0.366206835650421"
"12","-0.382599996638484","-0.163579703853331","-0.248182003284011"
"13","0.181066108393354","0.00399532579740195","0.00451064434681119"
"14","-0.0221432499879677","0.136603455997198","0.173188125400145"
"15","0.18278726121819","0.024954817843809","0.0155097342556154"
"16","-0.305831492154662","-0.161187630674661","-0.198843176115313"
"17","0.336265732172445","0.178976743459537","0.117027715159034"
"18","0.011400195340859","0.0802377568583269","-0.0146925549560409"
"19","-0.27099745537859","-0.0335520825598543","-0.0509636175029899"
