"","V1","V2"
"1","0.738186330562821","delta"
"2","0.639233723832805","phi.attack.goal"
"3","0.565900655279446","phi.attack.behind"
"4","0.714624812684654","phi.defend"
"5","0.767915402938287","std.attack"
"6","0.245409403675099","std.defend"
