"","V1","V2"
"1","0.7169966102476","delta"
"2","0.660517201262915","phi.attack.goal"
"3","0.568292683602176","phi.attack.behind"
"4","0.764320396192658","phi.defend"
"5","0.897126098253918","std.attack"
"6","0.387564879438798","std.defend"
"7","0.0256145980566504","std.mu"
