"","V1","V2"
"1","0.738368936226957","delta"
"2","0.638504751456798","phi.attack.goal"
"3","0.564684480060671","phi.attack.behind"
"4","0.715566284456979","phi.defend"
"5","0.771583070970095","std.attack"
"6","0.252601806887874","std.defend"
