"","V1","V2"
"1","0.756775397510836","delta"
"2","0.630662418453621","phi.attack.goal"
"3","0.542465412292847","phi.attack.behind"
"4","0.7012295968106","phi.defend"
"5","0.779614602313867","std.attack"
"6","0.259082735390361","std.defend"
