home.name,away.name,home.number,away.number,home.goals,home.behinds,away.goals,away.behinds,home.score,away.score,round,period
Essendon,North Melbourne,5,12,12,10,13,15,82,93,7,53
Adelaide,St Kilda,1,15,18,11,10,13,119,73,7,53
Hawthorn,Melbourne,10,11,24,11,7,8,155,50,7,53
Carlton,GWS,3,7,9,3,19,21,57,135,7,53
Sydney,Geelong,16,8,18,12,11,11,120,77,7,53
West Coast,Gold Coast,17,9,21,9,6,7,135,43,7,53
Western Bulldogs,Fremantle,18,6,14,4,15,11,88,101,7,53
Richmond,Collingwood,14,4,16,9,15,10,105,100,7,53
Brisbane,Port Adelaide,2,13,15,12,8,17,102,65,7,53
