"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.0575758792210399","0.105609836593128","0.0674720327925493"
"3","-0.137966707847539","-0.14897725566442","-0.163447559214582"
"4","-0.108391553636706","-0.0811091298039209","-0.0753095192683375"
"5","0.0565851703738837","0.00805107579324148","0.0463721163696006"
"6","-0.0426305215007651","0.00346666851935722","0.0537640386388238"
"7","0.218700828344375","0.0759548556903368","0.0289892904610306"
"8","-0.174830137132726","-0.0719257081868196","-0.187207402675416"
"9","0.147550584448917","0.0761036587505137","0.128873623483694"
"10","-0.0956583557238479","-0.0882763992143832","-0.12417467798774"
"11","0.214159718508572","0.0675818832977234","0.341385482930125"
"12","-0.281959206370432","-0.131232459658704","-0.217689117469976"
"13","0.126422264401971","0.0296133734631001","0.00478627179978733"
"14","0.0100021666075458","0.0862498239014331","0.106856226729467"
"15","0.131782524066058","-0.013802070003366","0.030616896597696"
"16","-0.254216930190619","-0.14000622716592","-0.170658913113747"
"17","0.253663299707498","0.134879319935497","0.118603616293507"
"18","0.0557321553737911","0.0926148185493228","0.0510296787230506"
"19","-0.176521178651015","-0.00479606479612061","-0.0402620850895314"
