home.name,away.name,home.number,away.number,home.goals,home.behinds,away.goals,away.behinds,home.score,away.score,round,period
Carlton,Hawthorn,3,10,4,11,27,11,35,173,17,63
GWS,Geelong,7,8,6,6,9,15,42,69,17,63
Adelaide,Gold Coast,1,9,19,11,12,8,125,80,17,63
Richmond,Fremantle,14,6,10,18,12,10,78,82,17,63
Essendon,Port Adelaide,5,13,17,14,20,9,116,129,17,63
Brisbane,North Melbourne,2,12,5,8,16,14,38,110,17,63
Western Bulldogs,Collingwood,18,4,15,14,13,8,104,86,17,63
Melbourne,St Kilda,11,15,6,10,12,11,46,83,17,63
West Coast,Sydney,17,16,15,13,7,9,103,51,17,63
