"","V1","V2"
"1","0.737810380546803","delta"
"2","0.681915536863346","phi.attack.goal"
"3","0.603933750332587","phi.attack.behind"
"4","0.704701164400219","phi.defend"
"5","0.727200429322773","std.attack"
"6","0.289050234026123","std.defend"
