"","V1","V2"
"1","0.771595905362653","delta"
"2","0.662589049916332","phi.attack.goal"
"3","0.575610292763502","phi.attack.behind"
"4","0.710686390048603","phi.defend"
"5","0.789067794180555","std.attack"
"6","0.500048512886684","std.defend"
"7","0.0286549808099183","std.mu"
