"","V1","V2","V3"
"1","Goal attack mean estimates","Behind attack mean estimates","defend means estimates"
"2","0.0929142818216676","0.0180999372484268","0.0630023517149116"
"3","-0.205437046950621","0.0197952091173118","-0.149798500556494"
"4","-0.129228959206223","-0.00764705511742973","-0.0427923522939247"
"5","0.0316673886693491","0.0180020964055113","0.0514998591553132"
"6","-0.040944418679609","-0.0116425581255234","0.00921391931159732"
"7","0.162262492524543","-0.0205317642066322","0.0185306404943593"
"8","-0.16166700768357","-0.0192294815310109","-0.187842467590382"
"9","0.131721746549213","0.00786400774538406","0.110118181218244"
"10","-0.117264709443297","-0.0157058257521226","-0.117979054656237"
"11","0.184689741236028","-0.0121516369966827","0.327610499502512"
"12","-0.242398750363093","-0.0130814299180103","-0.213469522009363"
"13","0.101706431109674","-0.00867810570116799","-0.025073071035917"
"14","0.055684402260773","0.0186037441499165","0.119736380950591"
"15","0.0933157460900835","0.0250958746932056","0.0542143244939072"
"16","-0.197393532934543","0.0220773190254937","-0.157056237934855"
"17","0.219358113741475","-0.0170150534813264","0.112753941385343"
"18","0.125731003911701","0.0118304347485307","0.0671812397460597"
"19","-0.104716922653551","-0.0156857123038741","-0.0398501318956663"
