"","V1","V2"
"1","0.758193736890834","delta"
"2","0.69507989676473","phi.attack.goal"
"3","0.613003568162388","phi.attack.behind"
"4","0.70829703075512","phi.defend"
"5","0.773791916713868","std.attack"
"6","0.513155519909714","std.defend"
"7","0.0306433801607904","std.mu"
