"","V1","V2"
"1","0.722393801234793","delta"
"2","0.63784632328792","phi.attack.goal"
"3","0.542643147439059","phi.attack.behind"
"4","0.776520513927537","phi.defend"
"5","0.93918179319944","std.attack"
"6","0.355882754834682","std.defend"
"7","0.0243148699206224","std.mu"
