home.name,away.name,home.number,away.number,home.goals,home.behinds,away.goals,away.behinds,home.score,away.score,round,period
Hawthorn,Richmond,10,14,7,11,10,11,53,71,18,64
Geelong,Brisbane,8,2,17,11,8,9,113,57,18,64
Collingwood,Melbourne,4,11,7,12,13,13,54,91,18,64
Sydney,Adelaide,16,1,17,15,9,11,117,65,18,64
Carlton,North Melbourne,3,12,8,6,18,10,54,118,18,64
Gold Coast,West Coast,9,17,12,11,11,17,83,83,18,64
Port Adelaide,St Kilda,13,15,17,10,6,13,112,49,18,64
Essendon,Western Bulldogs,5,18,5,10,19,13,40,127,18,64
Fremantle,GWS,6,7,12,12,9,9,84,63,18,64
