"","V1","V2"
"1","0.734440114759025","delta"
"2","0.653107141920047","phi.attack.goal"
"3","0.575485907870745","phi.attack.behind"
"4","0.710914869154958","phi.defend"
"5","0.756589272059102","std.attack"
"6","0.273283007118328","std.defend"
