"","summary.mean","summary.se_mean","summary.sd","summary.2.5.","summary.25.","summary.50.","summary.75.","summary.97.5.","summary.n_eff","summary.Rhat","c_summary.mean.chain.1","c_summary.sd.chain.1","c_summary.2.5..chain.1","c_summary.25..chain.1","c_summary.50..chain.1","c_summary.75..chain.1","c_summary.97.5..chain.1","c_summary.mean.chain.2","c_summary.sd.chain.2","c_summary.2.5..chain.2","c_summary.25..chain.2","c_summary.50..chain.2","c_summary.75..chain.2","c_summary.97.5..chain.2","c_summary.mean.chain.3","c_summary.sd.chain.3","c_summary.2.5..chain.3","c_summary.25..chain.3","c_summary.50..chain.3","c_summary.75..chain.3","c_summary.97.5..chain.3","c_summary.mean.chain.4","c_summary.sd.chain.4","c_summary.2.5..chain.4","c_summary.25..chain.4","c_summary.50..chain.4","c_summary.75..chain.4","c_summary.97.5..chain.4"
"delta",0.756988827675698,0.000909111804271867,0.0492927125848687,0.661117154946034,0.722922711638678,0.756661995909343,0.789477549433093,0.856403110734336,2939.8883854564,0.999823967007545,0.757483438501429,0.0496239728089363,0.665843895176988,0.721958139808664,0.755165595944809,0.79042545015048,0.857995548435888,0.7574706487973,0.0491026223592872,0.658833535216402,0.723997864334052,0.757818279836402,0.789961752649392,0.8577941986663,0.754534898409427,0.0501442444362651,0.658638357879049,0.719907806784807,0.753952742906013,0.785979096135906,0.857501572117882,0.758466324994637,0.0482512405747469,0.661264668791573,0.726575703431058,0.759560105780244,0.791361393836518,0.850784029819481
"attackGoals_raw[1,1]",-0.811897038356838,0.0477356466675506,2.51600218792575,-5.81638232016367,-2.50752375605324,-0.764375945079812,0.952329185869745,4.03577671308695,2778.02665435927,1.00148379270828,-0.725389305161186,2.65774641206961,-5.81191547281721,-2.54829456563579,-0.795396267977797,1.14192134683878,4.31176048086002,-0.786237882735137,2.46554949687863,-5.92215893641497,-2.40451638820455,-0.636756223621923,0.937304519852868,3.69086679490889,-0.957542608535412,2.43885543178143,-5.724031328287,-2.59410621364426,-0.909395096193205,0.834749058744571,3.47852501717345,-0.778418356995618,2.49303166434822,-5.79838065675542,-2.40974757146312,-0.70229222346939,0.866637505182463,4.12458218861294
"attackGoals_raw[1,2]",-4.33604577355506,0.0553850546351407,2.87296795888983,-9.02265372439026,-6.57218190487267,-4.46550453377135,-2.28805676105523,1.29585656952152,2690.76882952157,1.00006868032105,-4.40354508043461,2.85689834591321,-9.08223747676718,-6.58368797836148,-4.45830972840908,-2.4350486494369,1.26635000808097,-4.26038399953376,2.84451922026765,-9.00192028620296,-6.45678295706474,-4.44111229035408,-2.11960746737654,1.28321342393537,-4.32616960637964,2.79553302993512,-8.9528669535119,-6.46248781441553,-4.46330048174829,-2.37616145471303,1.00923423335329,-4.35408440787222,2.99277962153097,-9.05178627441811,-6.76038728774012,-4.52560497468612,-2.22511596823471,2.09759393361723
"attackGoals_raw[1,3]",-2.23375028674139,0.0818643464667457,3.29437381834009,-8.33331559133576,-4.67346697303942,-2.26032504496536,0.0620802055142105,4.23064756783292,1619.40754089689,1.00126776613002,-2.20454255163803,3.25955344878497,-8.11331638397026,-4.57860871736568,-2.19271085099333,0.16280219610706,4.01888138035543,-2.01253885706629,3.25715848622667,-8.18676975464266,-4.35433320767617,-2.02362858690663,0.0920286510858586,4.80486837561979,-2.3475152270532,3.3290745294307,-8.503280282979,-4.8903646504,-2.35440778874968,-0.028700035640203,4.21572417029976,-2.37040451120803,3.3226023409628,-8.48931995358881,-4.87180231784263,-2.4598818916595,-0.0550255933930131,4.05913453826332
"attackGoals_raw[1,4]",1.65320773361116,0.0557030937794648,2.47978140617713,-3.2681065241558,-0.061472971236662,1.64500045040383,3.36365885134909,6.54301345917156,1981.83806195862,1.00046483325006,1.72067564973988,2.40193908592401,-2.84413786936204,0.0103604443829757,1.63324479306011,3.37555083569085,6.83077090367221,1.62147171343101,2.51014368396424,-3.14222692127328,-0.158913142606427,1.61644859338409,3.34198375700328,6.49906511287876,1.50186844327254,2.59461089327238,-3.39750979757633,-0.26080655171702,1.50549918513938,3.32565336687482,6.23445164874464,1.7688151280012,2.40167313670467,-2.96975954496164,0.171387925362195,1.74810853267799,3.41785616571306,6.52357139787864
"attackGoals_raw[1,5]",0.357169642661227,0.0572052478807425,2.50817265860643,-4.46660044125871,-1.31006899899291,0.304713676519792,2.02454206934578,5.34878218339024,1922.39715474419,1.00169258046385,0.382994106384192,2.46463096798262,-4.4280599248582,-1.30924569216453,0.398923663249135,2.0185860039478,5.37880131844052,0.526710496037305,2.41783558401324,-3.88391655170461,-1.1255946378527,0.439207181028604,2.11027578702356,5.37291534148273,0.241121218594544,2.55521270854571,-4.83247664032372,-1.4181407695444,0.217865440499845,1.91279616759206,5.14587002170173,0.277852749628869,2.58460348588542,-4.67043777313696,-1.43092702076463,0.197522774979653,2.03575112729236,5.50012049721138
"attackGoals_raw[1,6]",-0.623179897323872,0.0578154904850022,2.47554817193808,-5.52920576513289,-2.31100289326254,-0.666922672737776,1.10662179130047,4.27107093215478,1833.38778990264,1.00159209929255,-0.453123883024143,2.47787607077171,-5.510499632776,-2.16952836603944,-0.541894976850561,1.19761468123273,4.43256977415809,-0.641091492570186,2.4118363046826,-5.35736828994925,-2.32459325710586,-0.668450330855558,1.05619073764142,3.91628338300353,-0.773814760618967,2.42706995141305,-5.47908668475572,-2.40370007867947,-0.785820376131195,0.992175318050871,3.97538319794472,-0.624689453082192,2.57460821674316,-5.64206715146401,-2.40123218812252,-0.612206496480525,1.11958517697699,4.63426978252652
"attackGoals_raw[1,7]",-3.61578418842691,0.0601385493796506,3.28221643269525,-8.89589302477795,-6.22346141047505,-3.8125406328818,-1.33041740356659,3.13625974387188,2978.7121349137,1.00250790900861,-3.73920412401354,3.31284500094629,-8.88886030877891,-6.4691025195225,-3.87205789249001,-1.45181959717029,3.03753664023263,-3.51750819901787,3.14084057390432,-9.01648805577773,-5.96433667514369,-3.72305563385906,-1.22165721748845,2.57155982401487,-3.64639322334188,3.35080015259987,-8.88779762471381,-6.3511488385263,-3.85467203266196,-1.45291785498852,3.48816107924829,-3.56003120733434,3.31979100436816,-8.77811996102255,-6.20259073071612,-3.82033018781248,-1.25324367606658,3.5983724754577
"attackGoals_raw[1,8]",2.20114237894436,0.056374981066518,2.76517853243623,-3.46051400595301,0.350672256035852,2.31037707302016,4.1613437580209,7.42729096676893,2405.87763550986,1.00045899225984,2.29156880189212,2.71302887896395,-3.03267589921913,0.476194800871153,2.35489454194307,4.07537895625793,7.8854550461989,2.05600564387258,2.75904504719148,-3.46268835383415,0.0855208821704609,2.20910255054172,3.9492728918861,7.31412894937002,2.11304273195803,2.83280826135618,-4.22840361870268,0.35644074673731,2.25911467947732,4.16025924511854,7.00633907138821,2.34395233805472,2.74738296453206,-2.93658287450589,0.496394373087345,2.42860216203646,4.41381318797866,7.46879861939166
"attackGoals_raw[1,9]",-0.971474121271294,0.0530972784526187,2.51986581878791,-5.87682775050574,-2.68390247716287,-1.00685771123587,0.731404499587151,4.01883611230926,2252.21739270678,1.00159300919369,-0.962264986620864,2.35869465909713,-5.33874885167074,-2.56769819072348,-1.01917050453991,0.562162884003861,3.60785577072481,-0.86237836826264,2.6319520190058,-5.95666763581036,-2.59451574411635,-0.88859725999528,0.988616095944107,4.13986564258718,-1.18936748042422,2.56323757410106,-5.99385809277037,-2.91784594804272,-1.13023572711286,0.453311276708101,4.00861944088058,-0.871885649777453,2.50677284757017,-5.93184624110365,-2.57852455365664,-0.921688582828848,0.861476475394002,4.11110847364964
"attackGoals_raw[1,10]",-0.626583848645233,0.0617036196348529,2.85427421411981,-6.3281811844479,-2.57964609787138,-0.579908311681296,1.33689945391123,4.8381360572643,2139.78483716791,1.00119016377331,-0.589489679825704,2.77010565590294,-6.13597470637211,-2.45877986431688,-0.55470360217789,1.37364554092258,4.60030887377966,-0.615098102901395,2.84334474398102,-6.20592630061914,-2.59361335809281,-0.58355986703221,1.33551501261987,4.76638624788951,-0.652642734440691,2.83176869549984,-6.51713971610406,-2.51289906412847,-0.608915667399184,1.32953318798388,4.72920830988968,-0.649104877413143,2.97109211997,-6.49573164329447,-2.71102461607288,-0.571604588879326,1.34152752607735,5.07170272258382
"attackGoals_raw[1,11]",-2.32768086587298,0.0662202190465051,3.40629931556927,-8.48744443044988,-4.80289238885205,-2.43606612927232,0.0796032935661697,4.32914874641655,2645.96678740857,0.999698848679856,-2.44397225619812,3.3217084675623,-8.62367406915887,-4.91944643661949,-2.55956967844544,0.0361409000884407,3.80701830778738,-2.19727987967237,3.40270481077647,-8.35686158206126,-4.6658864439148,-2.25429859821371,0.118043856827275,4.44007199180316,-2.37446807704607,3.37838113343911,-8.36846376899435,-4.78449941500023,-2.66286486562694,-0.118729468637774,4.74320366980554,-2.29500325057536,3.51851545753643,-8.7265842864878,-4.82373179700034,-2.33311629207397,0.229936025864426,4.43784157625596
