"","V1","V2"
"1","0.720359946386817","delta"
"2","0.6389918672704","phi.attack.goal"
"3","0.550160280524719","phi.attack.behind"
"4","0.779733829143395","phi.defend"
"5","0.937369253602202","std.attack"
"6","0.358128571855977","std.defend"
"7","0.0223151431635743","std.mu"
