"","V1","V2"
"1","0.71730880513737","delta"
"2","0.627891186599973","phi.attack.goal"
"3","0.540645670899462","phi.attack.behind"
"4","0.76927471981877","phi.defend"
"5","0.984374879220668","std.attack"
"6","0.400700419492576","std.defend"
"7","0.0258936323952812","std.mu"
